filepath,label,label_idx
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-298-_jpg.rf.9da800634196bf1f4e4fb92e1faa8588.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-300-_jpg.rf.3564a3928b57ca60d54c0179ae4f5852.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-76-_jpg.rf.9e15740cd82038f7481234c301eb56bb.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-297-_jpg.rf.ae3a1b00f123078bf4ec809e093098ad.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-89-_jpg.rf.3b7feac5fdcf5731e05607af2eab200c.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/IMG_20250609_235653_jpg.rf.d01e86f13bf6c6c48ee6b27822975f48.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/IMG_20250610_014154_jpg.rf.f756cc8a80f8a88989d84976d3dd1835.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-365-_jpg.rf.1c64370604740775f834987c5dda60d4.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-67-_jpg.rf.a7d80dddce173c9b0a2f4edeea693f3e.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-375-_jpg.rf.79b58ffd8e1af5e642340bb516a19179.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-508-_jpg.rf.32b877fa3d6576802585539476166fc6.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/IMG_20250610_011624_jpg.rf.1058831422b42eb82a4fff105d6e683e.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/IMG_20250610_011743_jpg.rf.4c602e3d3ffc8ea4e08b14b265a3133f.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-425-_jpg.rf.8e4f40162095b49d3e0585f621178953.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/_trashed-1752129381-IMG_20250609_232107_jpg.rf.360701b9f23eb381fe14e33ba4982592.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-136-_jpg.rf.30160d8f36470bc2d33f8ab87217c7a9.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-89-_jpg.rf.ac8edba37dc1b1eb833cb80e2075882b.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/IMG_20250610_014738_jpg.rf.8447bcb15091a57593d73ef51605ccc3.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-148-_jpg.rf.0eaf97699df022f6eea8dfa418404818.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-625-_jpg.rf.b05cb942846c5ee95661ea64311b387e.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-566-_jpg.rf.cf765eb5acde14e6debc7239a5210d50.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-61-_jpg.rf.14c91cd532c23cc9b8d66a3137743d66.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-343-_jpg.rf.6015563f013b784bd703e4dac1dc38c5.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/IMG_20250610_000132_jpg.rf.632b0a47c475e012c6893e81227940ca.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-322-_jpg.rf.375c79edba0f97068a06d3af8b8ab68b.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-319-_jpg.rf.05faa7c9aa9fa6e1dacf671be36e6629.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-358-_jpg.rf.8cf3a0fe0956859ea0f60da8a3b923fb.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-301-_jpg.rf.d199b4ceff4892580c69e3452f99981f.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-642-_jpg.rf.8e096e95fcb52ee1984b87a48f7ad8ba.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-112-_jpg.rf.9493bbf75ba376f78d7b3038e4ecab36.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-128-_jpg.rf.5a76ee7667f4568e67cc8a7b2d01ba99.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-34-_jpg.rf.59022cfb81cf4ee3e42dd015085dd326.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/IMG_20250609_233707_jpg.rf.4a62bede083a6badc6ae8a3dc7330e0d.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-218-_jpg.rf.7f6fd0a4492ef40ee946f5206b51473b.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-218-_jpg.rf.7f81e2e1de8ddb21d0cfa6b21209ad5f.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/IMG_20250609_235457_jpg.rf.99e0aa5164eb7bd19b1c1581981aa9a8.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-220-_jpg.rf.efe5a8f7f72f80ad0ec400bc563171fa.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-362-_jpg.rf.5095964fe26c0b1d6f6ed295cb4f505a.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-367-_jpg.rf.4d2a7a7c49ea41d591102bdf49953147.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-264-_jpg.rf.02b73902fe079e5552be28cc7ffd8aad.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/IMG_20250610_002314_jpg.rf.754b29a8b7741c4000874436df3156d7.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-617-_jpg.rf.414fe6374b29c8cdeeccc830cd826bca.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-408-_jpg.rf.47d59706973c51f671e60815c99ead4a.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-63-_jpg.rf.a8e7ef2000bcf97669793c8bfe519785.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-152-_jpg.rf.01c9f48f9fb8eabe12654d02664e782f.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-606-_jpg.rf.375f6f22d3f77e0be153aa9d33071e27.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-592-_jpg.rf.a460818d0e9f2a5677bb994ca9098be0.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/IMG_20250609_230502_jpg.rf.b9d5cfd658454c43aa48285c26143ae4.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-252-_jpg.rf.07f97734613aa3883a1ded2742a4b66b.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-140-_jpg.rf.fa79285e2b9fc8d0c601a2f385b13e9d.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-549-_jpg.rf.e6e8b9adbc39801e3a9cd116fb20574a.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/IMG_20250610_005720_jpg.rf.6fe84d347cb04d5d32d08beeac1db056.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-8-_jpg.rf.8010d39636e42020588058c878e8f6dc.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-400-_jpg.rf.26be1dcb39e50d97d11fa7b9f438c8de.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-638-_jpg.rf.95127df1f97d9f611c299402284dfa0e.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-179-_jpg.rf.5c7679afb62dc38d87e341ee4b6ce072.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/IMG_20250610_005910_jpg.rf.57e49b9a6359b30ec32fdced34888aa1.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-618-_jpg.rf.a39fa2ad241ad85b6cedb403ade5deca.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-517-_jpg.rf.28983f783255d23d72c4dcd8af97cd4d.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-51-_jpg.rf.8790c2d781ebf52188dc070cf674d794.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-452-_jpg.rf.14561687b36aff82d8bda4f980e4a8ba.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-398-_jpg.rf.a23a0959f15cc58220417b69f477fc6e.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-383-_jpg.rf.6c95a5e34b72c8e5239089bf9f90fcb5.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-193-_jpg.rf.b123ebf04d44377171b86ef29f944e67.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-224-_jpg.rf.ff3ae66470a4d151fe26bd3d6c6f1a5a.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-197-_jpg.rf.90a9623df72001f68c0d2316445ac0ab.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-390-_jpg.rf.27a36951e466fa458105addea8829641.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-30-_jpg.rf.6676507f90008c20048b8814763d0b16.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-10-_jpg.rf.96af2efc4a751168e774305e6e996a30.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-249-_jpg.rf.e7fd631f038b0b719a012d27ea2fbda8.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-482-_jpg.rf.8b248325a15b78acb77406d17f6556a1.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-100-_jpg.rf.ee6fd55bdf2f57abccee5d5e94594fa9.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-47-_jpg.rf.7b0c816210af8b6912fb8ea30a478e6b.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-635-_jpg.rf.ba9bdfdaa6b0bb75be5c6e0795778d5b.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-464-_jpg.rf.f2bac5ccdea32e978b54737ef4d6b947.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-646-_jpg.rf.d948845b2e31cd4e378a1300c266b322.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-613-_jpg.rf.a4695ddf07ff7240d40c0f1a64346550.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/IMG_20250610_003604_jpg.rf.9e8a4721f7b7d3ee5b64ec1a9e2698c0.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-473-_jpg.rf.f94c5f37eb55a5c75ea2390caffb47e5.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-263-_jpg.rf.5d8f5893864e0ff907fd1586e463db7b.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-27-_jpg.rf.1e11e75db19364f246cc37b5db4a90ea.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-295-_jpg.rf.43a8d5dfb3318d1474d9a7b643f792ac.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-168-_jpg.rf.a4995aa29f1b5402fbc0bc32d84a9d1f.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-596-_jpg.rf.b2ed50a82971b43987650f721a9bfd07.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-675-_jpg.rf.98c3cd15b95bd8084e90a58df4b577ad.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-285-_jpg.rf.42bc9f460179fb7af5ac705f6f30b59d.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-175-_jpg.rf.899e3923cee798089657eb06b5c37941.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-42-_jpg.rf.6bc6c2e96537dacd78d26a02e853b68f.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-247-_jpg.rf.b0254cb6c67ad01b0258151379719434.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-93-_jpg.rf.770b39945fd83c5a92f8ccb5e13df8ab.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-324-_jpg.rf.a26a7e94c051c55e0b1ce0d7af2ad806.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/IMG_20250610_005609_jpg.rf.58dafcf6f780055357300ba1c75bc0cf.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-657-_jpg.rf.018a483c9a366e9a6c0aa84a58c5bc03.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-389-_jpg.rf.fa88016e6990f41fe0d3d1d5ae33c568.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-287-_jpg.rf.33a0e887fc79ab0f8fda4528cad43ca3.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-363-_jpg.rf.5bce48218593e11c03df5ed7bf784b6e.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/_trashed-1752129728-IMG_20250610_001902_jpg.rf.609d4bb914fd8256fb1031d8dd0d2b8e.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/_trashed-1752129548-IMG_20250609_235538_jpg.rf.915f645ddb6357763f71ef5c979104e6.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-122-_jpg.rf.1b0347d0655fdc4e2f428c891e9ff3d5.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-570-_jpg.rf.c03ebf777ef4c531756316693b2620f0.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-458-_jpg.rf.1add1f81bc66a24af3512aa51858f215.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-416-_jpg.rf.68d9eb1f7f5b6f434c1a6d153db10572.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-197-_jpg.rf.c3993c7a70e86539bdf7b1b7cb5e64dc.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-153-_jpg.rf.c417adc19cf433e3e3348b7ec3ada885.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-440-_jpg.rf.543c1997e08198c4ca7c1171a0dc800d.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-602-_jpg.rf.bb6d98878f1aa59e22e320c0bccfb44a.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-670-_jpg.rf.1ff1456112765e0ecbd47bb85d6db8f9.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-268-_jpg.rf.51d6c9326018903155f17dbf4f2ca2a3.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-593-_jpg.rf.d5b678ebac6a1c6ac84f50e5db59f604.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-501-_jpg.rf.cfd193ddfb409a64065b2e9fe2ebdf6f.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-223-_jpg.rf.b38a43cd98efa8983d6be4a8c4b9246c.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/IMG_20250609_233746_jpg.rf.999ef6e745394203de687ee3e74ba526.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-98-_jpg.rf.f585434090ee49c4731172939f711d43.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-304-_jpg.rf.0e725eb37c37981d28437f76b14058aa.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-667-_jpg.rf.8aebfded516d785d076594a7fd8ea7f6.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-439-_jpg.rf.598c730c76d5bf787b52d77c4476bc7b.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-56-_jpg.rf.6b15e8f64f2c2a8712129dec60ed2391.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-265-_jpg.rf.c0922642d3e1339d1aadcc445688b8a9.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-683-_jpg.rf.2941238eb88692d7e1192cd03dd5bc56.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-39-_jpg.rf.e21fd99963b1a69e6aab9d3d18a519cb.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/IMG_20250610_014442_jpg.rf.78c62f641a06f2501f28c71f67725ffa.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-315-_jpg.rf.cbb8413c9d77ee34f3b68eab6bb8b3a2.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-645-_jpg.rf.8f63dd9a3e6a81203de60dba5c8b2b7b.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-109-_jpg.rf.6016f7b767c7645bc54e87d83a4cad23.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-383-_jpg.rf.04dec87acb011b6513d0740c87d90d05.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-293-_jpg.rf.a935af9ffa78c88eef6e9e817a0382ab.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-495-_jpg.rf.3c6560097905026e9be61f865430565a.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-444-_jpg.rf.19f5b1dbafbb81f374cdcef804b35f2f.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-680-_jpg.rf.6ef0647b54667e375a8237021a6cf723.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-466-_jpg.rf.0c673091393725ad67b239d02b400958.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-318-_jpg.rf.a64868f27b4e9e15e5a407c9bc246e1b.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/IMG_20250610_011454_jpg.rf.7c967fb8d1e222bc8c5372e424f24d9f.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/IMG_20250609_233618_jpg.rf.1ab6fda823f0d5fd5cbfd6319ef3773e.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-605-_jpg.rf.2babac9a009caf83c2319651a4f70984.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-166-_jpg.rf.896cb641cd815f68be632a987e3081c4.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-4-_jpg.rf.e16fb3549a4a235565fe5f32a23daea9.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-119-_jpg.rf.e1b350299079e86b4cbcd4bffb16e095.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-45-_jpg.rf.c4403e46663a2197322ad6a6cab58c67.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-141-_jpg.rf.2c7b3ac1aa46f78484acd7073b6f78ca.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-204-_jpg.rf.fe56bb84ff3be464540122ad7bd4f7ec.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-233-_jpg.rf.85bf0e5cb891ee87685d574c8f199be6.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-226-_jpg.rf.72d6715bb8e7e655f441066c3d775b17.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-434-_jpg.rf.632d77a0db00ada98e6af75e88a7eab7.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/IMG_20250610_010045_jpg.rf.d4f179a3839d0ee0773d3725fe391f2b.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-3-_jpg.rf.a08bb3b4b8cb3748959c13bf42c599ea.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/IMG_20250609_233556_jpg.rf.befeeb568ccb00c1f61458c6a03ebb12.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-627-_jpg.rf.0dc8d7c8089a40d0145d189a269d3158.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/IMG_20250610_000114_jpg.rf.80e857b4113609f5cf314c904a3d0f05.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-406-_jpg.rf.f6b2283ad93137e3794166156001bda3.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-198-_jpg.rf.e6958db9f1a66e8142dfe817594abd62.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-672-_jpg.rf.26c4913b2e764da0a91074f5490fa28a.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-442-_jpg.rf.0d715aaaacafd801fdb25eb966ecefb6.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Danado/damaged_bean-256-_jpg.rf.15862b2ffe949a3b404bc6fd5db9ee2f.jpg,Danado,1
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-160-_jpg.rf.6f521e1dc482fd8055c69ac55dd4ce50.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-615-_jpg.rf.61121f2be83d01036b1a8c7b010dc7ba.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/_trashed-1752129718-IMG_20250610_001820_jpg.rf.b631b113477629cdd075b040e215f388.jpg,Sano,0
/kaggle/input/datasets/vann234/coffevision-grain-cls/Sano/healthy_bean-256-_jpg.rf.edc8031b290ab5ca06b601a36b70aa51.jpg,Sano,0
